group_key,total,variants,unique_msgs,top_members,sizes,colors,units,merged_stems
внешним диаметр диф поток,1,1,1,нужен диф с регулировкой потока с внешним диаметром(1),,,—:1,
вздут пластик,1,1,1,нужен пластик вздутый 3мм - 60х60(1),"60х60:1, 3:1",,шт:1,
ватт диодн лент мощность,1,1,1,нужна диодная лента для подсветки 5 метров 4000к с мощностью около 10 ватт на метр(1),"5:1, 4000:1, 10:1",,—:1,
borzz flexypro линейк,1,1,1,нужна линейка borzz от flexypro(1),,,—:1,
времен каком комплектующ напиш,1,1,1,"нужно 140м профиля и комплектующих к нему, завтра напишу к какому времени отправлять(1)",140:1,,—:1,
без обработк отрез полотн,1,1,1,"нужно 2 полотна 1,5х5м на отрез без обработки(1)","5х5:1, 2:1, 1:1",,—:1,
медведков,1,1,1,нужно 2 шт я в медведково(1),2:1,,—:1,
вставк добавит,1,1,1,нужно еще вставку добавить(1),,,м:1,
двухметровы понима поэтом так,1,1,1,"нужно три палки по 3,20 но я так понимаю что они двухметровые поэтому 10м.п(1)","3,20:1, 10:1",,—:1,
бауф материл мсд оба,1,1,1,оба потолка прозрачный материл мсд и полупрозрачный бауф(1),,прозрачный:1,—:1,
косточк обваод труб,1,1,1,обваод трубы косточка 32мм(1),32:1,,шт:1,
колпачок обвод,1,1,1,обвод 32 колпачок(1),32:1,,—:1,
обвод толщин,1,1,1,обвод 32мм 2.5мм толщина(1),"2.5:1, 32:1",,шт:1,
обвод отоплени труб,1,1,1,обвод для трубы отопления 32(1),32:1,,—:1,
бел обвод пластин проз,1,1,1,обвод для трубы пластина 22 (l-210 проз/бел)(1),"22:1, 210:1",,шт:1,
дюймов обвод,1,1,1,обвод дюймовый(1),,,—:1,
крафт мульт обвод,1,1,1,обвод мульт крафт d22/27/36(1),"22/27:1, 36:1",,шт:1,
крафт мульт обвод универсальн,1,1,1,обвод мульт крафт универсальный(1),,,шт:1,
мультикрафт обвод труб универсальн,1,1,1,обвод мультикрафт универсальный для труб d22/d27/d36 мм(1),"22:1, 27:1, 36:1",,шт:1,
мульткрафт обвод,1,1,1,обвод мульткрафт 27 1 шт 32(1),"27:1, 1:1, 32:1",,шт:1,
колпачк конус обвод труб,1,1,1,обвод труб 27мм конусов(колпачки)(1),27:1,,шт:1,
кажд обвод размер труб,1,1,1,обвод труб каждый размер(1),,,шт:1,
го диаметр обвод труб,1,1,1,обвод трубы 100го диаметра(1),100:1,,—:1,
ми обвод труб,1,1,1,обвод трубы 27ми(1),27:1,,шт:1,
втор обвод тридцат труб,1,1,1,обвод трубы тридцать второй(1),,,шт:1,
диаметр обвод трут,1,1,1,обвод труты 45 диаметра(1),45:1,,шт:1,
газов обвод труб,1,1,1,обвода трубы большой газовой(1),,,—:1,
обводны труб,1,1,1,обводные труб(1),,,—:1,
все обвод,1,1,1,обводы все от 35(1),35:1,,шт:1,
маленьког обвод самог,1,1,1,обводы от самого маленького по 50(1),50:1,,шт:1,
обвод систем штапиков,1,1,1,обводы под штапиковую систему до 40мм(1),40:1,,шт:1,
обвод труб ые,1,1,1,обводы труб 32ые(1),32:1,,шт:1,
всех обвод размер труб,1,1,1,обводы труб всех размеров(1),,,шт:1,
крафтул обвод труб универсальны,1,1,1,обводы труб крафтул универсальные(1),,,шт:1,
обедирмвател,1,1,1,обедирмватель(1),,,шт:1,
обезжиривател ясхим,1,1,1,обезжириватель ясхим 500 мл(1),500:1,,шт:1,
обезжириват,1,1,1,обезжиривать(1),,,шт:1,
диаметр диффузор кольц обжимн,1,1,1,обжимное кольцо на теневой диффузор для ткани диаметр 150(1),150:1,,шт:1,
облегч,1,1,1,облегч(1),,,м:1,
облегченног,1,1,1,облегченного(1),,,м:1,
классическог облегченног профил,1,1,1,облегченного классического профиля(1),,,м:1,
багет облегчен,1,1,1,облегченый багет(1),,,м:1,
облегчённог профил,1,1,1,облегчённого профиля(1),,,м:1,
обработк угл,1,1,1,обработка углов(1),,,шт:1,
образц полотен,1,1,1,образцы полотен 20х20см(1),20х20:1,,—:1,
клапан обратн,1,1,1,обратный клапан(1),,,—:1,
обход пластин труб трубa,1,1,1,"обход трубы пластина, трубa 43мм(1)",43:1,,шт:1,
общ скажит суммочк,1,1,1,общую суммочку скажите. 🙏(1),,,—:1,
вставк обычн профил,1,1,1,обычная белая вставка на обычный профиль(1),,белая:1,м:1,
вставк обычног,1,1,1,обычного + вставка(1),,,м:1,
обычног слот,1,1,1,обычного слот 80(1),80:1,,м:1,
йошк обычн стенов черн,1,1,1,обычной черной стеновой йошки(1),,,м:1,
комплект обычны,1,1,1,обычные комплекты(1),,,—:1,
вентилятор обычн,1,1,1,обычный вентилятор д100(1),100:1,,шт:1,
да кд обычн,1,1,1,обычный да кд(1),,,—:1,
алюм обычн профил усиленн,1,1,1,обычный профиль алюм усиленный(1),,,м:1,
обычн ых,1,1,1,обычных 20ых(1),20:1,,шт:1,
овод труб,1,1,1,овод труб 27 мм(1),27:1,,шт:1,
bauf огарпуннен полотн,1,1,1,огарпунненое полотно bauf(1),,,—:1,
stopor ограничител,1,1,1,ограничитель stopor 01(1),01:1,,шт:1,
один,1,1,1,один 2 метра(1),2:1,,шт:1,
одинаковы,1,1,1,одинаковые(1),,,шт:1,
одинарног,1,1,1,одинарного(1),,,м:1,
bх одинарны,1,1,1,одинарные bх-53(1),53:1,,шт:1,
одинцов триумфальн ул,1,1,1,одинцово ул.триумфальная 10(1),10:1,,—:1,
одн,1,1,1,одна 3 метра(1),3:1,,м:1,
denkirs dm fi rl,1,1,1,одноканальное wi-fi реле-диммер denkirs rl1003-dm(1),1003:1,,—:1,
denkirs rl sm wifi,1,1,1,одноканальное wifi реле-выключатель denkirs rl1001-sm(1),1001:1,,—:1,
карниз однорядн пк,1,1,1,однорядный карниз (м01 или пк 12)(1),"01:1, 12:1",,м:1,
карниз мок однорядн,1,1,1,однорядный карниз мок белый(1),,белый:1,м:1,
borzz one карниз однорядн,1,1,1,однорядный карниз флекси borzz one чёрный(1),,чёрный:1,м:1,
однофазног трек,1,1,1,однофазного трека(1),,,м:1,
ввод накладн однофазн питани,1,1,1,однофазный накладной трек белый с вводом питания(1),,белый:1,шт:1,
art eks однофазн шинопровод,1,1,1,однофазный шинопровод eks art 220v черный 2000x34x19мм(1),"2000x34:1, 220:1, 19:1",черный:1,м.п:1,
ок,1,1,1,ок 35(1),35:1,,—:1,
кле оканг,1,1,1,оканг клей(1),,,—:1,
окол,1,1,1,около(1),,,м:1,
оконг тюбик,1,1,1,оконг тюбик(1),,,—:1,
она,1,1,1,она(1),,,—:1,
две комплект соеденител,1,1,1,они же в комплекте на две палки 1 соеденитель(1),1:1,,—:1,
комплект не продаютс,1,1,1,они не комплектом продаются?(1),,,—:1,
ооо потолк,1,1,1,"ооо ""потолки37""(1)",37:1,,—:1,
ip вт опалов рассеивател,1,1,1,"опаловый рассеиватель, 18вт, ip40, 4000к, цвет - белый(1)","18:1, 40:1, 4000:1",белый:1,—:1,
оплат подтверждени,1,1,1,оплата 000060685 (подтверждение)(1),000060685:1,,—:1,
