raw_name,total_count,unique_msgs,high,medium,low,top_units
профиль eurokraab стена,1,1,1,0,0,м:1
профиль eurokraab теневой стеновой,1,1,1,0,0,м:1
профиль eurolumfer теневой at-7922 2.0м (перфорированный),1,1,1,0,0,м:1
профиль eurolumfer теневой универсальный чёрный 2 п.м.,1,1,1,0,0,шт:1
профиль fenix,1,1,1,0,0,м:1
профиль fenix 2 м белый,1,1,1,0,0,м:1
профиль fenix 2 м черный,1,1,1,0,0,м:1
профиль fenix deep парящий черный 2 п.м.( профиль + уплотнитель-демпфер + рассеиватель + уголок),1,1,1,0,0,м:1
профиль fl03.  два метра с рассеивателем.белый,1,1,0,0,1,—:1
профиль flaxy line 50,1,1,1,0,0,м:1
профиль flexy borzz karniz 45 карнизный двухрядный белый мат. 3.2 п.м.,1,1,1,0,0,шт:1
профиль flexy borzz karniz 45 карнизный двухрядный черный мат 2 п.м.,1,1,1,0,0,шт:1
профиль flexy borzz karniz one карнизный белый мат 2 п.м.,1,1,1,0,0,м:1
профиль flexy borzz karniz p45 белый 3.2,1,1,1,0,0,шт:1
профиль flexy borzz karniz p45 белый 3.6,1,1,1,0,0,шт:1
профиль flexy borzz karniz p45 чёрный 3.2 п.м.,1,1,1,0,0,шт:1
профиль flexy brus 02,1,1,1,0,0,м:1
профиль flexy brus 02 неокрашенный 2 п.м.,1,1,1,0,0,шт:1
профиль flexy brus 03 (пф 8153 брус-ниша) (2м) белый,1,1,1,0,0,м:1
профиль flexy brus 03 (пф 8153 брус-ниша) (2м) черный,1,1,1,0,0,м:1
профиль flexy brus 04,1,1,1,0,0,м:1
профиль flexy brus 04 чёрный мат 2 п.м.,1,1,1,0,0,шт:1
профиль flexy brus 04 чёрный мат. 2 п.м.,1,1,1,0,0,—:1
профиль flexy brus 05 неокрашенный 2 п.м.,1,1,1,0,0,шт:1
профиль flexy ecovent 01,1,1,1,0,0,м:1
профиль flexy euro 04 разделительный белый,1,1,1,0,0,м:1
профиль flexy euro 04 теневой разделительный чёрный муар,1,1,1,0,0,м:1
профиль flexy euro 04 теневой разделительный чёрный муар 2 п.м.,1,1,1,0,0,—:1
профиль flexy euro 05 черный,1,1,1,0,0,м:1
профиль flexy euro 06 (потолочный брус),1,1,1,0,0,м:1
профиль flexy fly 01 2м белый,1,1,1,0,0,шт:1
профиль flexy fly 01 парящий неокрашенный 2 п.м. белый,1,1,1,0,0,м:1
профиль flexy fly 02 парящий белый мат 2 п.м.,1,1,1,0,0,м:1
профиль flexy fly 02 парящий чёрный мат,1,1,1,0,0,м:1
профиль flexy fly 02 парящий чёрный мат. 2 п.м.,1,1,1,0,0,шт:1
профиль flexy fly 03 (потолочный),1,1,1,0,0,м:1
профиль flexy fly 04 парящий чёрный мат 2 п.м.,1,1,1,0,0,шт:1
профиль flexy fly02 чёрный без рассеивателя,1,1,1,0,0,м:1
"профиль flexy fusion 03 3,5 метра",1,1,0,1,0,шт:1
профиль flexy gardina 2 05 белый 3.6м,1,1,1,0,0,шт:1
профиль flexy gardina2 02 карнизный белый глянец 2.2 п.м.,1,1,1,0,0,шт:1
профиль flexy gardina2 02 карнизный белый глянец 3.2 п.м.,1,1,1,0,0,шт:1
"профиль flexy gardina2 05 белый 3,2м",1,1,1,0,0,шт:1
профиль flexy gardina2 05 карнизный чёрный глянец 3.2 п.м.,1,1,0,1,0,шт:1
профиль flexy gardina3 04 карнизный белый глянец 2.2 п.м.,1,1,1,0,0,шт:1
профиль flexy intra nisha 60 черный (2 м),1,1,1,0,0,м:1
профиль flexy intra nisha 60 черный 2м,1,1,1,0,0,м:1
профиль flexy klassika 140 теневой чёрный мат. 2 п.м.,1,1,1,0,0,шт:1
профиль flexy kontur 01 контурный неокрашенный 2 п.м,1,1,0,1,0,—:1
профиль flexy line 30,1,1,1,0,0,м:1
профиль flexy line 30м световая линия,1,1,1,0,0,шт:1
профиль flexy line 30м световая линия неокрашенный 2 п.м.,1,1,1,0,0,шт:1
профиль flexy line 50,1,1,1,0,0,м:1
профиль flexy line slim 30 световая линия неокрашенный 2 п.м.,1,1,1,0,0,шт:1
профиль flexy line slim30,1,1,1,0,0,м:1
профиль flexy plus 60 доборный неокрашенный 2 п.м. добор,1,1,1,0,0,м:1
профиль flexy shtorka 01 карнизный чёрный,1,1,1,0,0,шт:1
профиль flexy shtorka 01 карнизный чёрный муар 2 п.м.,1,1,1,0,0,шт:1
профиль flexy shtorka 01 однорядный карниз черный 2м,1,1,0,1,0,—:1
профиль flexy standart euro 05,1,1,1,0,0,м.п.:1
профиль flexy standart euro 05 теневой чёрный 2 п.м.,1,1,1,0,0,—:1
профиль flexy standart euro 05 теневой чёрный 2 п.м. стеновой,1,1,1,0,0,м:1
профиль flexy standart smart без покраски 2 п.м,1,1,1,0,0,м.п.:1
профиль flexy standart02 80 led чёрный,1,1,1,0,0,м:1
профиль flexy standart02 80 led чёрный 2 п.м. черный,1,1,1,0,0,м:1
профиль flexy track 01,1,1,1,0,0,м:1
профиль flexy trek 01 2м (белый),1,1,1,0,0,м:1
профиль flexy trek 01 2м (черный),1,1,1,0,0,м:1
профиль fly 03 потолочный черный,1,1,1,0,0,м:1
профиль foton 100 и теневой flay01,1,1,1,0,0,м:1
профиль h альминевый сверленый,1,1,1,0,0,шт:1
профиль h образный,1,1,1,0,0,шт:1
профиль h образный штапиковый алюминиевый,1,1,1,0,0,м:1
профиль h потолочный,1,1,1,0,0,м:1
профиль h стеновой алюминий с отверстиями,1,1,1,0,0,—:1
профиль h стеновой средний,1,1,1,0,0,м:1
профиль h тяжелый,1,1,1,0,0,палка:1
профиль innoy field 100 комплект карнизной ниши чёрный муар,1,1,1,0,0,м:1
профиль innoy field 100 комплект карнизной ниши чёрный муар 4 п.м.,1,1,0,1,0,—:1
профиль innoy flo kit конструкционный парящий чёрный муар 2 п.м.,1,1,1,0,0,шт:1
профиль innoy flo-kit flo-base парящий чёрный муар 2 п.м.,1,1,1,0,0,шт:1
профиль innoy grid 135 конструкционный нишевый чёрный муар 2 п.м.,1,1,1,0,0,м.п.:1
профиль innoy grid 85 конструкционный нишевый чёрный муар 2 п.м.,1,1,0,1,0,—:1
профиль kraab systems eurokraab box теневой потолочный 2 п.м.,1,1,1,0,0,шт:1
профиль kraab systems eurokraab теневой потолочный 2 п.м.,1,1,1,0,0,шт:1
профиль kraab systems kraab 4.0 бесщелевой 2 п.м.,1,1,1,0,0,—:1
профиль kraab systems maderno конструкционный нишевый 40 мм белый 2 п.м.,1,1,1,0,0,шт:1
профиль kraab systems maderno конструкционный нишевый 80 мм чёрный 2 п.м.,1,1,0,1,0,—:1
профиль kraab systems slott parsek 2.0 карнизный белый 2 п.м.,1,1,1,0,0,шт:1
профиль lambo st по 2 м,1,1,1,0,0,шт:1
профиль lumfer basis b01 белый 220013 ral 9003 2.0м,1,1,1,0,0,м:1
профиль lumfer clamp cornice uno белая 3.2,1,1,1,0,0,м:1
профиль lumfer clamp cornice uno черный 2м,1,1,1,0,0,м:1
профиль lumfer clamp level 70,1,1,1,0,0,м:1
профиль lumfer clamp level 70 (переход уровня) 2м белый,1,1,1,0,0,м:1
профиль lumfer clamp level lux 70,1,1,1,0,0,м:1
профиль lumfer clamp level lux 70 2м белый,1,1,1,0,0,м:1
профиль lumfer clamp level lux 70 белый с подсветкой,1,1,0,1,0,—:1
профиль lumfer clamp level lux 70 белый с подсветкой + рассеиватель,1,1,1,0,0,м:1
профиль lumfer clamp level lux 70 переход уровня с подсветкой 2м белый + белая вставка clamp,1,1,0,1,0,м:1
профиль lumfer clamp level lux 70 черный 2м,1,1,1,0,0,м:1
профиль lumfer clamp meduza 35 черная + белая вставка clamp,1,1,1,0,0,м:1
профиль lumfer clamp radium,1,1,1,0,0,м:1
профиль lumfer clamp umbra,1,1,1,0,0,м:1
профиль lumfer clamp umbra box,1,1,1,0,0,м:1
профиль lumfer clamp umbra box черный 2м,1,1,0,1,0,—:1
профиль lumfer clamp umbra top черный мат 2 м,1,1,1,0,0,м:1
"профиль lumfer clamp umbra top чёрный, (ниша теневая)",1,1,1,0,0,м:1
профиль lumfer clamp umbra теневой 2.0м,1,1,1,0,0,м:1
профиль lumfer clamp umbra черный,1,1,1,0,0,м:1
профиль lumfer double,1,1,0,1,0,м:1
профиль lumfer magnum белый скрытый карниз,1,1,1,0,0,м:1
профиль lumfer magnum белый скрытый карниз 2.0м,1,1,1,0,0,м:1
"профиль lumfer mk01 (мини карниз 01) 3,2м",1,1,1,0,0,м:1
профиль lumfer n02 (2м) белый,1,1,1,0,0,шт:1
профиль lumfer pdk60 чёрный,1,1,0,1,0,палка:1
"профиль lumfer pdk60, переход для карниза, 2м черный",1,1,1,0,0,м:1
профиль lumfer sk 01 карниз скрытый белый,1,1,1,0,0,м:1
"профиль lumfer sk magnum черный 2,0м",1,1,1,0,0,м:1
профиль lumfer sk novus черный (2 м),1,1,1,0,0,м:1
профиль lumfer sputnik белый 3.2м,1,1,1,0,0,шт:1
профиль lumfer umbra clamp,1,1,1,0,0,м:1
профиль lumfer un (универсальная ниша) белый,1,1,1,0,0,м:1
"профиль lumfer volat (безрамный парящий) черный 2,0м",1,1,1,0,0,м:1
профиль lumfer volat (безрамный парящий) чёрный 2.0м,1,1,1,0,0,м:1
профиль maderno 80 белый,1,1,1,0,0,м:1
профиль new st парящий чёрный 2.5 п.м.,1,1,1,0,0,шт:1
профиль p70 гардина белая 2 метра,1,1,1,0,0,шт:1
профиль prozet бп40,1,1,1,0,0,м:1
профиль shtorka 01 черный,1,1,1,0,0,м:1
профиль sigma plus led белый,1,1,1,0,0,м:1
профиль slott 40 черный,1,1,1,0,0,м:1
профиль slott 60,1,1,1,0,0,м:1
профиль slott 60 и 80 белый,1,1,1,0,0,м:1
профиль slott traylin конструкционный с рассеивателем белый,1,1,1,0,0,м:1
"профиль sputnik белый (3,2 м.)",1,1,1,0,0,м:1
профиль u лайн по 2 метра,1,1,1,0,0,м:1
профиль u-line pro 2.0 карниз-гардина двухрядная белая 2 п.м.,1,1,1,0,0,шт:1
профиль u-line pro 2.0 карниз-гардина двухрядная белая 2.5 п.м.,1,1,1,0,0,шт:1
профиль u-line pro 2.0 карниз-гардина двухрядная белая 3.2 п.м.,1,1,1,0,0,шт:1
профиль z отбойник 2 м,1,1,1,0,0,палка:1
профиль а2 alteza gamma 50 парящая линия 4.7см 2.0м,1,1,1,0,0,м:1
профиль а2 alteza gamma 50 парящая линяя 4.7см 2.0м,1,1,1,0,0,м:1
профиль адаптер флекси для шинопровода,1,1,1,0,0,м:1
профиль ал 135 гр,1,1,1,0,0,м:1
профиль ал 135 грамм,1,1,1,0,0,м:1
профиль ал по периметру,1,1,0,1,0,—:1
профиль ал по периметру облегченный,1,1,0,1,0,—:1
профиль ал потолочный,1,1,0,1,0,—:1
профиль ал сред,1,1,1,0,0,м:1
профиль ал средний,1,1,1,0,0,м:1
профиль ал стандартный,1,1,1,0,0,м:1
профиль ал стеновой обычный средний,1,1,1,0,0,м:1
профиль ал тяжёлый стеновой,1,1,1,0,0,м:1
профиль ал черный (2м),1,1,1,0,0,м:1
профиль ал эконом,1,1,1,0,0,м:1
профиль ал. средний,1,1,1,0,0,м:1
профиль ал. тяж,1,1,0,1,0,м:1
профиль ал. тяж.,1,1,1,0,0,м:1
профиль ал.стеновой,1,1,1,0,0,м:1
профиль алиминевый стеновой по периметру,1,1,0,1,0,—:1
профиль аллюм,1,1,1,0,0,м:1
профиль аллюм сред,1,1,0,1,0,—:1
профиль аллюминевый под вставку по периметру,1,1,0,1,0,—:1
профиль аллюминевый стеновой,1,1,1,0,0,м:1
профиль аллюминий (усиленный),1,1,1,0,0,м:1
профиль алтеза дельта потолочный теневой,1,1,1,0,0,м:1
профиль алформ alteza contour pro led потолочный парящий чёрный мат. 2 п.м.,1,1,1,0,0,шт:1
профиль алформ alteza contour pro led стеновой парящий белый,1,1,1,0,0,м:1
профиль алформ alteza gamma 50 световая линия неокрашенный 2 п.м.,1,1,1,0,0,шт:1
профиль алформ alteza sigma neo led 60 plus нишевый,1,1,1,0,0,м:1
профиль алформ alteza sigma plus led нишевой карнизный чёрный мат. 2 п.м.,1,1,0,1,0,шт:1
профиль алформ alteza sigma plus нишевый карнизный белый 2 п.м.,1,1,1,0,0,—:1
